FORMAT = Name, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='150000000.0'
s0c718, Patch_0, 2:17:39.043, 88.43.01.368,0.0541660709614495, [0.0], false,141600038.567377
s0c809, Patch_0, 1:08:01.399, 89.09.16.832,0.150705387842899, [0.0], false,141600038.567377
s0c851, Patch_0, 2:31:22.915, 89.03.13.351,0.163051650281371, [0.0], false,141600038.567377
s0c854, Patch_0, 1:53:39.689, 89.09.12.776,0.160740984333717, [0.0], false,141600038.567377
s0c875, Patch_0, 0:32:46.204, 89.16.43.434,0.294698863215464, [0.0], false,141600038.567377
s0c941, Patch_0, 2:36:43.208, 89.16.59.836,0.677363130791154, [0.0], false,141600038.567377
s0c952, Patch_0, 3:25:42.46, 89.08.24.516,0.0641022724498625, [0.0], false,141600038.567377
s0c954, Patch_0, 2:50:02.507, 89.16.35.319,0.227509807409855, [0.0], false,141600038.567377
s0c963, Patch_0, 0:44:59.771, 89.29.14.522,2.4241999835248, [0.0], false,141600038.567377
s0c970, Patch_0, 1:20:39.56, 89.28.34.397,-0.690384912944083, [0.0], false,141600038.567377
s0c971, Patch_0, 1:17:13.071, 89.28.44.528,9.79487796722181, [0.0], false,141600038.567377
s0c992, Patch_0, 0:12:27.616, 89.35.27.812,0.358442979914939, [0.0], false,141600038.567377
s0c1003, Patch_1, -4:42:45.154, 88.58.00.524,0.021597586725203, [0.0], false,141600038.567377
s0c1009, Patch_1, -3:46:57.257, 89.22.55.547,0.0479888005307707, [0.0], false,141600038.567377
s0c1010, Patch_1, -4:43:20.077, 88.58.03.82,0.0165990569771124, [0.0], false,141600038.567377
s0c1017, Patch_1, -4:12:09.881, 89.16.37.086,0.0606790937114567, [0.0], false,141600038.567377
s0c1025, Patch_1, -4:14:08.22, 89.16.59.506,0.162434755150613, [0.0], false,141600038.567377
s0c1090, Patch_1, -5:18:21.437, 88.55.26.001,0.0526366282633376, [0.0], false,141600038.567377
s0c1118, Patch_1, -5:18:15.006, 89.14.55.167,0.0492646503901724, [0.0], false,141600038.567377
s0c1130, Patch_1, -5:20:28.463, 89.33.46.644,0.0573622707290153, [0.0], false,141600038.567377
s0c1159, Patch_1, -6:01:27.03, 89.07.19.813,0.326374825914349, [0.0], false,141600038.567377
s0c554, Patch_1, 0:16:06.384, 88.39.17.603,0.0452974014082697, [0.0], false,141600038.567377
s0c629, Patch_1, -1:06:27.225, 88.45.22.763,0.0377753838012743, [0.0], false,141600038.567377
s0c633, Patch_1, -1:06:06.516, 88.45.35.203,0.128416303009215, [0.0], false,141600038.567377
s0c674, Patch_1, -1:31:36.974, 88.47.37.318,0.0789449820359079, [0.0], false,141600038.567377
s0c733, Patch_1, -0:49:11.323, 88.57.23.611,0.258327388416988, [0.0], false,141600038.567377
s0c738, Patch_1, 0:02:30.278, 88.58.59.589,0.043045011040006, [0.0], false,141600038.567377
s0c783, Patch_1, -2:23:25.479, 88.50.17.059,0.0578513427776, [0.0], false,141600038.567377
s0c815, Patch_1, -1:37:42.901, 89.08.00.634,1.65516747481039, [0.0], false,141600038.567377
s0c858, Patch_1, -2:37:57, 89.02.20.228,0.537607980014769, [0.0], false,141600038.567377
s0c912, Patch_1, -3:30:56.693, 88.56.57.699,0.0521993553730929, [0.0], false,141600038.567377
s0c917, Patch_1, -3:00:00, 89.06.57.893,0.24736529639656, [0.0], false,141600038.567377
s0c922, Patch_1, -1:41:15.092, 89.19.04.153,0.760567359366625, [0.0], false,141600038.567377
s0c937, Patch_1, -1:53:04.443, 89.19.52.872,0.161767912721108, [0.0], false,141600038.567377
s0c939, Patch_1, -1:35:06.721, 89.23.12.584,0.086562380587014, [0.0], false,141600038.567377
s0c956, Patch_1, -4:04:31.485, 88.55.05.863,0.0882181501257983, [0.0], false,141600038.567377
s0c994, Patch_1, -4:28:20.542, 89.02.38.256,0.0394050324534922, [0.0], false,141600038.567377
s0c1019, Patch_10, -5:40:03.28, 86.15.29.483,0.130847085454119, [0.0], false,141600038.567377
s0c1021, Patch_10, -5:39:25.842, 86.24.09.403,0.182372337480093, [0.0], false,141600038.567377
s0c1023, Patch_10, -5:40:13.457, 86.15.30.351,0.1458458518586, [0.0], false,141600038.567377
s0c1074, Patch_10, -5:46:21.505, 86.10.05.307,0.400101623743021, [0.0], false,141600038.567377
s0c301, Patch_10, -4:17:52.25, 85.01.52.977,5.3548861706464, [0.0], false,141600038.567377
s0c335, Patch_10, -4:24:46.574, 84.56.06.978,0.66770037366929, [0.0], false,141600038.567377
s0c385, Patch_10, -4:24:13.436, 85.37.19.695,0.170741487067735, [0.0], false,141600038.567377
s0c388, Patch_10, -4:10:42.119, 86.09.16.077,0.0969995507956411, [0.0], false,141600038.567377
s0c514, Patch_10, -4:30:04.313, 86.05.19.796,0.346530142161776, [0.0], false,141600038.567377
s0c591, Patch_10, -4:31:43.143, 86.35.23.728,0.0632586079543502, [0.0], false,141600038.567377
s0c617, Patch_10, -4:56:04.775, 85.35.10.901,6.34896177926715, [0.0], false,141600038.567377
s0c676, Patch_10, -4:40:47.382, 86.45.34.305,0.193296282210403, [0.0], false,141600038.567377
s0c679, Patch_10, -4:47:47.716, 86.27.24.444,0.391834885888082, [0.0], false,141600038.567377
s0c757, Patch_10, -5:03:02.915, 85.58.33.478,0.155135723823774, [0.0], false,141600038.567377
s0c775, Patch_10, -4:58:41.995, 86.24.11.373,0.760669984948266, [0.0], false,141600038.567377
s0c785, Patch_10, -5:06:21.183, 86.09.53.447,2.25721831681441, [0.0], false,141600038.567377
s0c808, Patch_10, -4:59:39.48, 86.52.16.437,0.109975575736529, [0.0], false,141600038.567377
s0c827, Patch_10, -5:22:35.472, 85.14.32.936,3.21271329203239, [0.0], false,141600038.567377
s0c838, Patch_10, -5:07:34.853, 86.38.28.354,0.48554658004134, [0.0], false,141600038.567377
s0c846, Patch_10, -5:23:03.531, 85.16.10.162,0.824972939962744, [0.0], false,141600038.567377
s0c855, Patch_10, -5:21:36.697, 85.31.48.706,0.155570125314143, [0.0], false,141600038.567377
s0c862, Patch_10, -5:21:43.711, 85.32.00.266,0.301262236196304, [0.0], false,141600038.567377
s0c901, Patch_10, -5:11:12.203, 86.48.14.36,0.102061838950275, [0.0], false,141600038.567377
s0c903, Patch_10, -5:11:17.248, 86.47.54.781,0.778312256502139, [0.0], false,141600038.567377
s0c1823, Patch_11, -9:00:00, 87.51.16.589,0.727492330990033, [0.0], false,141600038.567377
s0c1863, Patch_11, -8:08:16.305, 87.01.55.738,0.0646705511787687, [0.0], false,141600038.567377
s0c1881, Patch_11, -8:38:26.565, 87.29.22.774,1.87072567955127, [0.0], false,141600038.567377
s0c1902, Patch_11, -9:26:42.272, 87.51.13.706,0.156631863574363, [0.0], false,141600038.567377
s0c1915, Patch_11, -9:32:17.31, 87.48.12.059,0.152246623427102, [0.0], false,141600038.567377
s0c1922, Patch_11, -9:32:38.168, 87.47.56.05,0.0855960802512002, [0.0], false,141600038.567377
s0c1927, Patch_11, -9:32:48.565, 87.47.48.039,0.289793435708429, [0.0], false,141600038.567377
s0c1935, Patch_11, -9:19:43.109, 87.41.26.787,0.298846003059271, [0.0], false,141600038.567377
s0c1980, Patch_11, -9:53:03.553, 87.52.35.58,0.0554366216533994, [0.0], false,141600038.567377
s0c1993, Patch_11, -9:58:22.672, 87.50.52.935,0.154866970156524, [0.0], false,141600038.567377
s0c2016, Patch_11, -8:28:17.538, 86.51.54.299,0.0634626381113062, [0.0], false,141600038.567377
s0c2017, Patch_11, -9:29:07.662, 87.35.50.518,0.267193397193883, [0.0], false,141600038.567377
s0c2022, Patch_11, -8:34:15.139, 86.54.53.787,0.102615064706201, [0.0], false,141600038.567377
s0c2023, Patch_11, -8:28:56.739, 86.47.05.69,0.0715057283076617, [0.0], false,141600038.567377
s0c2024, Patch_11, -8:46:51.423, 87.03.05.415,0.126374138387502, [0.0], false,141600038.567377
s0c2027, Patch_11, -8:52:31.148, 87.06.35.579,1.73390906364764, [0.0], false,141600038.567377
s0c2039, Patch_11, -9:25:38.011, 87.26.50.813,0.0863689080647507, [0.0], false,141600038.567377
s0c2064, Patch_11, -9:17:40.202, 87.14.41.371,2.25005830926777, [0.0], false,141600038.567377
s0c2097, Patch_11, -9:04:34.617, 87.02.52.436,0.205374647721064, [0.0], false,141600038.567377
s0c2103, Patch_11, -8:47:26.129, 86.46.19.854,0.119157396781956, [0.0], false,141600038.567377
s0c2236, Patch_11, -8:57:19.054, 86.08.13.868,1.36496568981655, [0.0], false,141600038.567377
s0c2252, Patch_11, -9:19:24.601, 86.25.18.571,0.0731242535922562, [0.0], false,141600038.567377
s0c2255, Patch_11, -8:58:44.028, 86.05.10.334,0.223999927047301, [0.0], false,141600038.567377
s0c2305, Patch_11, -9:16:35.309, 86.05.09.035,0.326584850194857, [0.0], false,141600038.567377
s0c1561, Patch_12, -6:50:23.521, 85.45.18.447,0.744767122375214, [0.0], false,141600038.567377
s0c1696, Patch_12, -7:01:08.19, 85.39.53.652,0.110666331574915, [0.0], false,141600038.567377
s0c1697, Patch_12, -7:01:16.696, 85.39.51.005,0.0874173210759405, [0.0], false,141600038.567377
s0c1816, Patch_12, -7:34:37.011, 86.19.41.108,0.163411985528048, [0.0], false,141600038.567377
s0c1878, Patch_12, -7:52:18.059, 86.36.15.197,0.0782298264211219, [0.0], false,141600038.567377
s0c1924, Patch_12, -7:40:25.738, 85.50.45.131,0.722461693354361, [0.0], false,141600038.567377
s0c1931, Patch_12, -7:40:34.069, 85.50.40.874,0.349961121095591, [0.0], false,141600038.567377
s0c1938, Patch_12, -7:40:19.003, 85.49.42.146,6.66354547937385, [0.0], false,141600038.567377
s0c2040, Patch_12, -8:16:58.458, 86.24.31.967,0.28249736939195, [0.0], false,141600038.567377
s0c2087, Patch_12, -8:08:41.224, 86.02.32.842,0.619550656714909, [0.0], false,141600038.567377
s0c2108, Patch_12, -7:53:34.325, 85.26.19.463,0.746660455483421, [0.0], false,141600038.567377
s0c2116, Patch_12, -7:53:29.749, 85.25.48.217,0.292910561071359, [0.0], false,141600038.567377
s0c2160, Patch_12, -7:52:10.154, 85.01.49.929,2.14866506692609, [0.0], false,141600038.567377
s0c2166, Patch_12, -8:08:43.453, 85.34.40.978,0.334031363823212, [0.0], false,141600038.567377
s0c2215, Patch_12, -8:29:01.074, 85.36.32.174,1.04344884717346, [0.0], false,141600038.567377
s0c2230, Patch_12, -8:29:11.97, 85.33.13.489,0.257377673417092, [0.0], false,141600038.567377
s0c2264, Patch_12, -8:31:07.779, 85.19.13.141,0.25570224923774, [0.0], false,141600038.567377
s0c2310, Patch_12, -8:56:06.741, 85.42.41.371,2.08855459993034, [0.0], false,141600038.567377
s0c2327, Patch_12, -8:52:13.941, 85.31.56.083,0.39921291835918, [0.0], false,141600038.567377
s0c2417, Patch_12, -9:12:17.864, 85.11.48.561,0.368048587835748, [0.0], false,141600038.567377
s0c1894, Patch_13, -11:55:41.906, 88.22.18.179,0.10019508511476, [0.0], false,141600038.567377
s0c1913, Patch_13, -11:07:24.357, 88.13.00.701,0.0729161696943001, [0.0], false,141600038.567377
s0c1914, Patch_13, -11:16:39.677, 88.13.35.181,0.134807506975653, [0.0], false,141600038.567377
s0c1948, Patch_13, 11:51:02.286, 88.13.24.087,0.0772734935669434, [0.0], false,141600038.567377
s0c1949, Patch_13, -11:25:28.42, 88.12.15.738,0.290387058458627, [0.0], false,141600038.567377
s0c1956, Patch_13, 11:49:38.304, 88.13.02.408,0.0825114723217236, [0.0], false,141600038.567377
s0c1957, Patch_13, -11:26:37.746, 88.12.00.377,0.30491013911387, [0.0], false,141600038.567377
s0c1959, Patch_13, 11:49:39.271, 88.12.52.413,0.0139019160723668, [0.0], false,141600038.567377
s0c1960, Patch_13, -11:25:58.901, 88.11.47.549,0.097772350119044, [0.0], false,141600038.567377
s0c1963, Patch_13, 11:49:40.236, 88.12.42.419,0.692186829817467, [0.0], false,141600038.567377
s0c1977, Patch_13, -11:34:15.031, 88.11.27.866,0.0817072442955076, [0.0], false,141600038.567377
s0c1978, Patch_13, 11:50:27.373, 88.11.53.308,0.100619077526206, [0.0], false,141600038.567377
s0c2045, Patch_13, -11:16:30.253, 87.55.24.161,1.86897692580204, [0.0], false,141600038.567377
s0c2061, Patch_13, 11:46:14.831, 87.54.54.838,0.24063206006826, [0.0], false,141600038.567377
s0c2099, Patch_13, -11:03:51.302, 87.48.01.692,0.182097090094204, [0.0], false,141600038.567377
s0c2130, Patch_13, 11:48:36.352, 87.42.27.605,2.24729926664922, [0.0], false,141600038.567377
s0c2141, Patch_13, 11:48:55.416, 87.41.58.107,0.0389894833007849, [0.0], false,141600038.567377
s0c2176, Patch_13, 11:46:27.464, 87.33.11.956,0.229261479364202, [0.0], false,141600038.567377
s0c2183, Patch_13, 11:36:46.895, 87.28.20.406,1.14672662120276, [0.0], false,141600038.567377
s0c2213, Patch_13, -11:23:07.458, 87.18.41.481,0.0827403947276313, [0.0], false,141600038.567377
s0c2226, Patch_13, -11:29:58.78, 87.17.53.098,0.116396510189483, [0.0], false,141600038.567377
s0c2254, Patch_13, -11:16:14.054, 87.12.13.077,0.054560053072431, [0.0], false,141600038.567377
s0c2263, Patch_13, -11:42:49.252, 87.10.47.404,0.105960280155727, [0.0], false,141600038.567377
s0c2299, Patch_13, 11:35:42.338, 87.01.55.274,0.302518073762035, [0.0], false,141600038.567377
s0c2303, Patch_13, 11:53:19.097, 87.02.40.764,0.0671708221111508, [0.0], false,141600038.567377
s0c2318, Patch_13, 11:28:29.588, 86.58.42.379,0.457606699301821, [0.0], false,141600038.567377
s0c2331, Patch_13, 11:20:05.909, 86.53.15.182,0.161118341426074, [0.0], false,141600038.567377
s0c2341, Patch_13, 11:14:38.578, 86.48.19.674,0.160889541120799, [0.0], false,141600038.567377
s0c2398, Patch_13, 11:14:54.155, 86.29.18.283,1.79145981298305, [0.0], false,141600038.567377
s0c2498, Patch_13, 11:09:43.872, 85.56.58.806,0.145249040246882, [0.0], false,141600038.567377
s0c2159, Patch_14, -10:07:41.751, 87.21.38.994,0.0511738932107976, [0.0], false,141600038.567377
s0c2180, Patch_14, -10:14:08.856, 87.12.22.638,0.153026866819069, [0.0], false,141600038.567377
s0c2196, Patch_14, -9:45:00.932, 86.50.53.427,0.215562034630716, [0.0], false,141600038.567377
s0c2201, Patch_14, -10:45:53.889, 87.13.07.447,0.55662754873858, [0.0], false,141600038.567377
s0c2245, Patch_14, -10:48:18.803, 87.09.19.09,0.078111453927906, [0.0], false,141600038.567377
s0c2274, Patch_14, -10:27:48.872, 86.50.27,0.703802828214136, [0.0], false,141600038.567377
s0c2276, Patch_14, -11:07:31.572, 87.00.44.569,0.065091062704683, [0.0], false,141600038.567377
s0c2278, Patch_14, -10:28:04.732, 86.50.21.697,0.895813838466327, [0.0], false,141600038.567377
s0c2281, Patch_14, -11:07:59.375, 87.00.39.34,0.0434110687363282, [0.0], false,141600038.567377
s0c2282, Patch_14, -10:27:47.215, 86.50.04.648,2.93770212202688, [0.0], false,141600038.567377
s0c2291, Patch_14, -11:08:20.409, 87.00.12.309,0.339244401488788, [0.0], false,141600038.567377
s0c2334, Patch_14, -10:51:52.762, 86.46.24.814,0.464402702477777, [0.0], false,141600038.567377
s0c2343, Patch_14, -10:00:14.226, 86.22.07.837,0.63975942149672, [0.0], false,141600038.567377
s0c2357, Patch_14, -10:56:44.684, 86.40.30.52,0.585800686566853, [0.0], false,141600038.567377
s0c2369, Patch_14, -9:58:39.089, 86.09.50.083,2.1506604395329, [0.0], false,141600038.567377
s0c2388, Patch_14, -11:21:43.25, 86.35.21.989,0.206604110532662, [0.0], false,141600038.567377
s0c2393, Patch_14, -11:21:23.034, 86.35.08.766,0.118933325841181, [0.0], false,141600038.567377
s0c2405, Patch_14, -10:21:56.883, 86.10.51.554,0.208469556873905, [0.0], false,141600038.567377
s0c2407, Patch_14, -11:35:38.037, 86.27.50.089,0.105771162556023, [0.0], false,141600038.567377
s0c2408, Patch_14, -11:35:27.29, 86.27.49.022,0.267581058562121, [0.0], false,141600038.567377
s0c2415, Patch_14, -10:26:54.111, 86.08.40.932,0.135337749322516, [0.0], false,141600038.567377
s0c2420, Patch_14, -10:18:55.02, 85.58.54.988,1.35683337254797, [0.0], false,141600038.567377
s0c2448, Patch_14, -10:36:14.658, 86.03.21.916,0.250127525078486, [0.0], false,141600038.567377
s0c2450, Patch_14, -9:42:36.469, 85.30.01.684,1.40623876426723, [0.0], false,141600038.567377
s0c2454, Patch_14, -11:18:33.294, 86.12.47.946,2.40271414075473, [0.0], false,141600038.567377
s0c2463, Patch_14, -11:18:27.005, 86.12.26.425,0.124433666295098, [0.0], false,141600038.567377
s0c2475, Patch_14, -11:34:58.086, 86.08.57.021,3.68772994608459, [0.0], false,141600038.567377
s0c2477, Patch_14, -11:34:38.354, 86.08.54.821,0.0508833018454205, [0.0], false,141600038.567377
s0c2491, Patch_14, -11:34:42.726, 86.08.14.975,0.0656631560608506, [0.0], false,141600038.567377
s0c2493, Patch_14, -9:50:18.467, 85.25.51.107,0.431285604328246, [0.0], false,141600038.567377
s0c2496, Patch_14, 11:52:47.041, 86.06.52.354,0.14500959276645, [0.0], false,141600038.567377
s0c2497, Patch_14, -9:41:22.322, 85.14.47.629,0.542710709933907, [0.0], false,141600038.567377
s0c2508, Patch_14, -10:51:53.846, 85.44.45.368,4.51852590591285, [0.0], false,141600038.567377
s0c2532, Patch_14, -11:56:40.975, 85.34.52.571,1.50523330915773, [0.0], false,141600038.567377
s0c2533, Patch_14, -11:57:07.041, 85.34.42.949,0.205216226220378, [0.0], false,141600038.567377
s0c2544, Patch_14, -10:59:43.563, 84.49.55.967,1.24052992339057, [0.0], false,141600038.567377
s0c1134, Patch_15, 5:55:16.931, 87.09.53.674,0.0950413252712664, [0.0], false,141600038.567377
s0c1142, Patch_15, 5:58:34.591, 86.25.11.366,0.107684748089146, [0.0], false,141600038.567377
s0c1165, Patch_15, 6:00:46.495, 86.42.43.437,0.115242074146553, [0.0], false,141600038.567377
s0c1167, Patch_15, 6:01:01.183, 87.30.07.062,0.0745815246414907, [0.0], false,141600038.567377
s0c1173, Patch_15, 6:02:01.553, 87.29.06.74,0.2979109442053, [0.0], false,141600038.567377
s0c1247, Patch_15, 6:21:28.066, 87.19.34.324,5.24701236193784, [0.0], false,141600038.567377
s0c1265, Patch_15, 6:16:11.088, 86.15.26.863,0.309104116760316, [0.0], false,141600038.567377
s0c1268, Patch_15, 6:22:41.997, 87.19.49.437,0.218720051495479, [0.0], false,141600038.567377
s0c1275, Patch_15, 6:16:20.548, 86.15.16.156,0.131841983793082, [0.0], false,141600038.567377
s0c1292, Patch_15, 6:19:47.144, 86.44.40.07,0.108463168111666, [0.0], false,141600038.567377
s0c1294, Patch_15, 6:30:31.076, 87.53.10.929,0.0503971256168373, [0.0], false,141600038.567377
s0c1307, Patch_15, 6:36:47.038, 87.44.23.34,0.17059019624399, [0.0], false,141600038.567377
s0c1331, Patch_15, 6:33:34.706, 86.56.06.584,0.105247684584203, [0.0], false,141600038.567377
s0c1348, Patch_15, 6:50:10.637, 87.46.26.742,0.706520264279019, [0.0], false,141600038.567377
s0c1403, Patch_15, 6:52:33.16, 87.30.22.245,0.0688799704852083, [0.0], false,141600038.567377
s0c1414, Patch_15, 6:39:04.519, 86.24.44.413,0.745047095055582, [0.0], false,141600038.567377
s0c1438, Patch_15, 7:02:54.558, 87.41.36.999,0.453672962873526, [0.0], false,141600038.567377
s0c1471, Patch_15, 7:22:36.339, 88.02.46.795,0.0666173562239809, [0.0], false,141600038.567377
s0c1502, Patch_15, 7:13:10.743, 87.29.09.793,0.375445547939897, [0.0], false,141600038.567377
s0c1521, Patch_15, 7:17:28.854, 87.28.11.63,0.196957901099022, [0.0], false,141600038.567377
s0c1541, Patch_15, 7:24:58.462, 87.36.54.276,0.281313947676362, [0.0], false,141600038.567377
s0c1544, Patch_15, 7:04:03.281, 86.47.46.684,0.106587454124733, [0.0], false,141600038.567377
s0c1551, Patch_15, 7:52:16.24, 88.03.26.307,0.190346866136273, [0.0], false,141600038.567377
s0c1560, Patch_15, 7:02:47.048, 86.34.43.686,1.37778484800481, [0.0], false,141600038.567377
s0c1578, Patch_15, 7:03:21.044, 86.32.50.942,0.127957523110056, [0.0], false,141600038.567377
s0c1613, Patch_15, 7:13:33.205, 86.45.28.126,0.343668393324298, [0.0], false,141600038.567377
s0c1614, Patch_15, 7:25:46.095, 87.12.09.257,2.82927741154444, [0.0], false,141600038.567377
s0c1647, Patch_15, 7:02:35.647, 86.05.38.31,1.40203539708215, [0.0], false,141600038.567377
s0c1675, Patch_15, 7:17:53.313, 86.41.53.962,0.141115323332611, [0.0], false,141600038.567377
s0c1690, Patch_15, 7:18:26.026, 86.41.43.911,0.0838312987589411, [0.0], false,141600038.567377
s0c1712, Patch_15, 7:12:06.461, 86.10.24.017,0.205413402461829, [0.0], false,141600038.567377
s0c1724, Patch_15, 7:26:43.75, 86.46.22.304,0.256055225886296, [0.0], false,141600038.567377
s0c1778, Patch_15, 7:35:32.309, 86.40.39.617,0.187754582202228, [0.0], false,141600038.567377
s0c1790, Patch_15, 7:37:30.352, 86.40.48.469,0.214402495798851, [0.0], false,141600038.567377
s0c223, Patch_16, 2:49:01.869, 86.37.53.469,0.144575194328597, [0.0], false,141600038.567377
s0c300, Patch_16, 3:06:21.874, 86.53.09.59,0.11341866705309, [0.0], false,141600038.567377
s0c342, Patch_16, 2:36:05.442, 87.23.46.16,0.0599172753049392, [0.0], false,141600038.567377
s0c353, Patch_16, 2:27:31.896, 87.33.03.315,0.413332096227047, [0.0], false,141600038.567377
s0c369, Patch_16, 2:19:21.551, 87.46.20.948,0.0939060371512795, [0.0], false,141600038.567377
s0c386, Patch_16, 3:23:18.322, 87.11.35.796,0.0623573424854423, [0.0], false,141600038.567377
s0c390, Patch_16, 3:03:45.758, 87.29.11.984,0.121031985408059, [0.0], false,141600038.567377
s0c439, Patch_16, 2:59:48.435, 87.39.50.168,0.0567602413502676, [0.0], false,141600038.567377
s0c472, Patch_16, 3:19:24.431, 87.33.38.982,0.0908866457134, [0.0], false,141600038.567377
s0c475, Patch_16, 2:10:35.522, 88.08.08.607,0.358440887924101, [0.0], false,141600038.567377
s0c496, Patch_16, 2:19:31.102, 88.08.38.802,0.607021074421768, [0.0], false,141600038.567377
s0c503, Patch_16, 2:19:20.829, 88.09.06.659,0.409633919009979, [0.0], false,141600038.567377
s0c507, Patch_16, 2:19:49.614, 88.09.09.141,0.101252128605659, [0.0], false,141600038.567377
s0c515, Patch_16, 3:52:17.651, 87.13.12.865,0.0808214367666779, [0.0], false,141600038.567377
s0c523, Patch_16, 3:51:28.602, 87.18.33.336,0.0916060931654194, [0.0], false,141600038.567377
s0c531, Patch_16, 2:57:43.043, 88.01.38.893,0.081755490325441, [0.0], false,141600038.567377
s0c534, Patch_16, 3:38:09.692, 87.37.44.98,0.965054866626954, [0.0], false,141600038.567377
s0c536, Patch_16, 4:07:03.872, 87.05.53.14,0.0788234308562252, [0.0], false,141600038.567377
s0c548, Patch_16, 3:07:19.004, 88.01.49.782,0.607440374098905, [0.0], false,141600038.567377
s0c564, Patch_16, 4:04:54.567, 87.15.27.848,0.0982982782435576, [0.0], false,141600038.567377
s0c572, Patch_16, 4:01:03.017, 87.21.00.809,0.293616716852022, [0.0], false,141600038.567377
s0c604, Patch_16, 3:34:27.756, 87.54.06.04,0.0442575924216522, [0.0], false,141600038.567377
s0c638, Patch_16, 2:57:13.933, 88.22.23.942,0.146559110334808, [0.0], false,141600038.567377
s0c650, Patch_16, 4:01:01.228, 87.42.54.317,0.214784781686741, [0.0], false,141600038.567377
s0c685, Patch_16, 3:10:35.238, 88.23.00.603,0.394587516442786, [0.0], false,141600038.567377
s0c717, Patch_16, 2:33:58.65, 88.38.51.592,0.0411379782408297, [0.0], false,141600038.567377
s0c719, Patch_16, 4:21:42.315, 87.27.39.389,0.219804150451536, [0.0], false,141600038.567377
s0c720, Patch_16, 3:00:54.067, 88.30.04.118,0.0751073993469774, [0.0], false,141600038.567377
s0c735, Patch_16, 3:49:10.864, 88.07.04.891,0.217020992194937, [0.0], false,141600038.567377
s0c737, Patch_16, 3:48:37.836, 88.07.30.129,0.0462810400339029, [0.0], false,141600038.567377
s0c766, Patch_16, 3:29:12.511, 88.25.24.691,0.161102816330648, [0.0], false,141600038.567377
